#Time,pitch(deg),roll(deg),yaw(deg),X-Acceleration(g),Y-Acceleration(g),Z-Acceleration(g),Pressure(Millibars),Temperature(deg C),Humidity(%)
12.687,-1.489,2.412,-130.066,0.964,0.006,0.039,1031.228,33.241,39.228
12.717,-1.853,2.370,-129.980,0.987,0.043,0.036,1031.228,33.241,39.228
12.755,-1.842,2.376,-129.864,0.994,0.042,0.039,1031.229,33.241,39.228
12.788,-1.765,2.376,-129.723,0.994,0.043,0.030,1031.229,33.168,39.933
12.820,-1.770,2.373,-129.597,0.987,-0.020,0.048,1031.227,33.168,39.933
12.855,-1.762,2.206,-129.260,0.993,0.027,0.022,1031.230,33.168,39.933
12.891,-1.777,2.200,-128.504,0.991,0.019,0.053,1031.231,33.168,39.933
12.922,-1.778,2.141,-127.680,0.936,0.068,0.017,1031.231,33.168,41.395
12.958,-1.645,2.236,-127.093,0.984,0.086,0.023,1031.232,33.168,41.395
13.009,-1.611,2.310,-126.794,0.997,0.040,0.033,1031.229,33.168,41.395
13.047,-1.304,2.284,-126.537,1.000,0.097,-0.024,1031.229,33.204,39.769
13.081,-1.254,2.363,-126.285,0.985,0.047,0.040,1031.230,33.204,39.769
13.116,-1.173,2.372,-126.025,0.999,0.040,0.013,1031.230,33.204,39.769
13.159,-1.167,2.361,-125.764,0.984,0.038,0.024,1031.229,33.295,39.769
13.201,-1.084,2.346,-125.344,0.952,0.044,0.079,1031.231,33.295,39.725
13.238,-0.530,2.344,-125.055,0.993,0.040,0.036,1031.232,33.295,39.725
13.294,-0.535,2.343,-124.775,0.996,0.035,0.030,1031.229,33.204,40.525
13.349,-0.161,2.499,-124.138,1.030,0.097,-0.023,1031.229,33.204,40.525
13.403,0.800,2.718,-124.291,0.993,0.023,-0.053,1031.229,33.204,40.525
13.447,1.711,2.071,-124.270,1.016,0.017,0.002,1031.233,33.223,38.610
13.499,3.375,2.432,-123.984,0.999,0.079,-0.105,1031.240,33.223,38.610
13.536,4.915,2.766,-124.052,0.966,-0.002,-0.170,1031.240,33.223,38.610
13.573,5.901,2.286,-124.228,0.953,-0.019,-0.157,1031.243,33.223,40.127
13.610,6.766,2.555,-123.844,0.989,0.093,-0.101,1031.245,33.223,40.127
13.651,7.716,3.178,-123.788,0.970,0.055,-0.185,1031.249,33.223,40.127
13.692,8.114,2.403,-123.362,0.961,-0.004,-0.106,1031.248,33.277,40.828
13.723,8.283,1.876,-122.662,0.980,0.034,-0.244,1031.242,33.277,40.828
13.755,8.501,1.551,-122.291,1.009,0.035,-0.143,1031.244,33.277,40.828
13.790,8.650,0.708,-121.768,0.944,-0.005,-0.171,1031.241,33.277,40.828
13.827,8.667,-1.089,-121.249,0.957,-0.116,-0.141,1031.244,33.186,40.130
13.859,8.398,-2.784,-120.472,0.955,-0.067,-0.127,1031.244,33.186,40.130
13.912,8.763,-3.075,-119.735,1.115,0.000,-0.179,1031.241,33.186,40.130
13.962,8.448,-2.057,-118.628,1.077,-0.070,-0.171,1031.233,33.204,39.739
14.021,6.666,0.405,-117.611,0.942,0.048,-0.064,1031.234,33.204,39.739
14.068,4.653,3.738,-115.646,0.955,0.018,-0.069,1031.236,33.204,39.739
14.120,3.994,5.238,-113.361,1.021,-0.008,-0.084,1031.236,33.241,40.540
14.161,2.960,6.033,-111.730,0.949,0.033,-0.061,1031.233,33.241,40.540
14.197,2.208,6.821,-110.653,0.954,0.056,-0.040,1031.233,33.241,40.540
14.237,1.880,7.277,-109.749,1.039,0.103,-0.061,1031.230,33.259,40.463
14.270,1.390,7.790,-109.178,0.959,0.172,-0.091,1031.230,33.259,40.463
14.305,0.689,8.618,-108.534,0.942,0.194,-0.074,1031.234,33.259,40.463
14.341,0.280,8.832,-107.383,0.966,0.138,-0.022,1031.237,33.241,39.392
14.381,-0.323,8.813,-105.964,0.976,0.102,0.001,1031.238,33.241,39.392
14.431,-0.687,8.506,-104.859,1.017,0.132,0.017,1031.235,33.241,39.392
14.487,-1.315,8.064,-104.393,0.990,0.123,0.042,1031.236,33.186,39.242
14.522,-2.139,7.649,-103.943,0.983,0.041,0.098,1031.235,33.186,39.242
14.553,-2.688,7.080,-104.731,0.982,0.027,0.093,1031.235,33.186,39.242
14.592,-2.863,6.556,-106.580,0.999,0.040,0.072,1031.239,33.186,39.242
14.625,-2.966,5.994,-109.301,0.983,0.057,0.081,1031.244,33.114,40.130
14.656,-3.276,5.531,-112.313,0.957,0.034,0.093,1031.243,33.114,40.130
14.691,-3.655,5.040,-115.437,0.935,0.034,0.120,1031.249,33.114,40.130
14.727,-4.034,4.744,-119.065,0.957,0.057,0.120,1031.245,33.114,40.130
14.758,-4.111,4.406,-122.792,0.979,0.087,0.127,1031.245,33.150,39.893
14.794,-4.157,4.338,-126.505,1.008,0.099,0.106,1031.243,33.150,39.893
14.829,-4.094,4.405,-130.302,1.001,0.135,0.108,1031.244,33.150,39.893
14.862,-4.233,4.569,-133.950,1.004,0.150,0.120,1031.242,33.114,41.281
14.894,-4.344,4.722,-137.407,1.038,0.141,0.123,1031.237,33.114,41.281
14.929,-4.751,4.827,-140.490,0.980,0.103,0.162,1031.229,33.114,41.281
14.965,-5.485,5.170,-143.705,0.935,0.136,0.080,1031.228,33.114,41.281
15.008,-6.362,5.750,-147.243,0.904,0.209,0.163,1031.231,33.059,40.138
15.052,-7.256,5.641,-149.951,0.968,0.099,0.140,1031.229,33.059,40.138
15.104,-8.206,5.377,-153.074,0.866,0.181,0.234,1031.228,33.059,40.138
15.151,-9.264,4.830,-156.521,0.976,0.174,0.244,1031.226,33.096,39.666
15.187,-8.924,4.518,-159.927,0.972,0.109,0.231,1031.228,33.096,39.666
15.222,-8.866,4.861,-162.583,0.953,0.024,0.170,1031.226,33.096,39.666
15.258,-8.948,4.890,-165.546,0.885,0.063,0.116,1031.229,33.114,40.569
15.298,-8.853,4.805,-168.997,0.962,0.239,0.051,1031.226,33.114,40.569
15.334,-8.043,4.454,-172.725,1.005,0.266,0.067,1031.224,33.114,40.569
15.373,-7.681,4.381,-174.950,1.017,0.167,0.145,1031.219,33.114,40.569
15.417,-7.855,4.525,-176.395,0.960,0.078,0.112,1031.215,32.933,41.322
15.468,-7.755,5.203,-179.405,1.001,0.166,0.105,1031.219,32.933,41.322
15.514,-7.249,5.653,177.431,0.975,0.143,0.095,1031.219,32.933,41.322
15.546,-6.887,5.719,175.570,1.015,0.102,0.044,1031.219,32.951,40.554
15.577,-6.127,6.199,173.474,1.007,0.230,-0.000,1031.213,32.951,40.554
15.608,-5.541,6.861,171.415,0.984,0.213,-0.029,1031.213,32.951,40.554
15.643,-5.136,7.492,169.860,0.947,0.213,-0.045,1031.209,32.951,40.554
15.679,-4.828,8.080,168.643,0.952,0.247,-0.002,1031.205,33.114,38.767
15.711,-4.544,8.095,168.069,1.015,0.192,0.045,1031.203,33.114,38.767
15.746,-4.260,7.783,167.897,1.025,0.128,0.040,1031.202,33.114,38.767
15.783,-4.208,7.656,167.436,0.987,0.164,0.022,1031.198,32.969,40.258
15.813,-4.352,7.541,166.528,0.953,0.228,0.040,1031.198,32.969,40.258
15.848,-4.573,7.574,165.859,0.954,0.193,0.059,1031.197,32.969,40.258
15.880,-4.855,7.230,165.389,0.960,0.132,0.063,1031.190,32.969,40.258
15.917,-4.820,7.101,164.658,0.999,0.133,0.086,1031.183,33.114,39.078
15.972,-4.551,6.953,163.716,0.994,0.139,0.083,1031.180,33.114,39.078
16.024,-4.786,6.857,162.352,0.959,0.116,0.087,1031.171,33.114,39.078
16.066,-4.987,6.662,160.850,0.967,0.119,0.102,1031.171,33.005,40.276
16.104,-5.042,6.547,159.291,0.978,0.096,0.093,1031.165,33.005,40.276
16.151,-4.541,6.166,157.528,1.022,0.074,0.119,1031.163,33.005,40.276
16.191,-3.925,5.946,156.217,1.068,0.043,0.091,1031.165,32.969,40.214
16.224,-3.137,6.042,154.609,1.056,0.107,0.086,1031.165,32.969,40.214
16.260,-2.929,6.261,153.200,1.003,0.138,0.122,1031.168,32.969,40.214
16.296,-2.968,6.239,152.332,0.971,0.088,0.179,1031.167,32.969,40.214
16.334,-3.169,6.182,151.964,0.953,0.046,0.106,1031.167,33.023,40.481
16.370,-3.250,6.236,151.612,0.950,0.038,0.083,1031.164,33.023,40.481
16.415,-3.224,6.317,151.051,0.957,0.106,0.070,1031.166,33.023,40.481
16.471,-3.252,6.407,150.477,0.960,0.077,0.062,1031.169,33.041,41.037
16.512,-3.343,6.312,150.008,0.968,0.087,0.051,1031.161,33.041,41.037
16.542,-3.180,6.252,149.514,0.982,0.111,0.037,1031.161,33.041,41.037
16.579,-2.927,6.180,149.146,0.999,0.096,0.024,1031.165,33.041,39.856
16.614,-2.744,6.055,148.747,0.994,0.005,0.046,1031.168,33.041,39.856
16.646,-2.658,5.816,148.300,0.981,0.041,0.054,1031.168,33.041,39.856
16.681,-2.426,5.676,147.508,0.984,0.084,0.032,1031.169,33.041,39.856
16.718,-1.959,5.594,146.554,0.987,0.185,0.022,1031.168,33.059,41.844
16.748,-1.231,5.481,145.753,1.017,0.121,0.009,1031.168,33.059,41.844
16.783,-0.631,5.345,145.406,1.034,0.098,0.015,1031.166,33.059,41.844
16.819,-0.269,5.568,145.213,0.999,0.099,-0.007,1031.161,33.059,41.844
16.852,-0.327,5.901,145.061,0.975,0.110,0.005,1031.161,33.132,41.314
16.894,-0.509,5.949,145.136,0.970,0.072,0.019,1031.159,33.132,41.314
16.935,-0.596,5.810,145.144,0.976,0.076,0.022,1031.159,33.132,41.314
16.987,-0.642,5.499,145.050,0.987,0.061,0.028,1031.163,33.041,40.752
17.038,-0.759,5.117,144.664,0.959,0.096,-0.061,1031.166,33.041,40.752
17.094,-0.848,4.676,144.134,0.989,0.089,-0.000,1031.170,33.096,41.559
17.135,-0.753,4.455,144.205,1.002,0.084,-0.000,1031.173,33.096,41.559
17.170,-0.619,4.327,144.347,1.008,0.002,0.006,1031.175,33.096,41.559
17.209,-0.585,4.097,144.484,1.011,0.060,0.012,1031.177,33.096,41.559
17.245,-0.591,3.938,144.495,1.015,0.078,0.031,1031.177,33.005,40.353
17.290,-0.721,3.850,144.669,0.973,0.049,0.028,1031.178,33.005,40.353
17.324,-1.033,3.736,144.625,0.958,0.057,0.046,1031.178,33.005,40.353
17.375,-1.121,3.521,144.307,0.981,0.059,0.043,1031.186,33.005,40.733
17.432,-0.974,3.110,143.625,1.007,0.080,0.029,1031.185,33.005,40.733
17.476,-0.563,2.929,143.287,1.008,0.009,0.030,1031.185,33.005,40.733
17.523,-0.141,2.878,142.854,1.000,0.071,0.006,1031.179,33.005,40.437
17.574,0.170,2.906,142.334,1.008,0.071,0.006,1031.183,33.005,40.437
17.633,0.181,3.074,142.248,0.973,0.063,0.005,1031.183,33.059,40.963
17.671,0.016,3.377,142.449,0.965,0.029,0.019,1031.184,33.059,40.963
17.707,-0.008,3.297,142.620,0.977,0.035,0.020,1031.184,33.059,40.963
17.748,-0.028,3.272,142.646,0.988,0.122,0.001,1031.185,33.041,40.777
17.787,-0.178,3.395,142.677,0.979,0.054,0.004,1031.188,33.041,40.777
17.821,-0.270,3.386,142.869,0.970,0.045,0.016,1031.185,33.041,40.777
17.856,-0.340,3.325,142.986,0.986,0.035,0.016,1031.181,33.041,40.777
17.902,-0.274,3.255,143.014,0.993,0.059,0.001,1031.178,32.933,41.022
17.951,-0.223,3.185,142.936,0.984,0.066,0.004,1031.176,32.933,41.022
17.995,-0.187,3.055,143.117,1.000,0.034,0.010,1031.173,32.933,41.022
18.039,-0.152,2.978,143.269,0.999,0.042,0.009,1031.173,33.023,40.021
18.086,-0.128,2.934,143.201,0.988,0.045,0.010,1031.171,33.023,40.021
18.152,-0.052,2.780,143.110,0.994,0.055,0.005,1031.170,33.023,40.518
18.200,0.239,2.669,142.997,0.989,0.057,-0.000,1031.175,33.023,40.518
18.238,0.485,2.636,142.997,1.020,0.038,0.003,1031.175,33.023,40.518
18.273,0.849,2.594,143.015,1.024,0.034,-0.009,1031.164,33.023,40.112
18.307,1.040,2.685,143.003,0.999,0.044,-0.021,1031.159,33.023,40.112
18.341,1.059,2.823,143.016,0.975,0.043,-0.022,1031.159,33.023,40.112
18.377,0.982,2.890,143.141,0.969,0.025,-0.015,1031.159,33.023,40.112
18.414,0.968,2.940,143.194,0.956,0.045,-0.013,1031.161,32.896,38.544
18.457,0.902,2.962,143.163,0.949,0.054,-0.014,1031.159,32.896,38.544
18.502,0.978,2.895,143.178,0.979,0.047,-0.015,1031.158,32.896,38.544
18.534,1.169,2.804,143.191,1.055,0.041,-0.012,1031.161,33.005,42.319
18.570,1.314,2.698,143.166,1.008,0.044,-0.026,1031.161,33.005,42.319
18.601,1.311,2.497,143.011,1.009,0.043,-0.021,1031.161,33.005,42.319
18.637,1.207,2.351,142.894,0.977,0.019,-0.000,1031.156,33.005,42.319
18.670,0.832,1.940,142.395,0.968,0.011,0.002,1031.153,32.987,39.604
18.704,0.565,1.332,141.538,0.993,0.035,-0.005,1031.153,32.987,39.604
18.739,0.574,0.890,140.614,1.012,0.051,-0.026,1031.156,32.987,39.604
18.771,0.908,0.827,139.846,1.038,0.024,-0.017,1031.152,32.987,39.604
18.807,1.332,1.061,139.366,1.046,0.006,-0.034,1031.157,33.005,41.172
18.839,1.478,1.262,138.548,0.942,0.016,-0.007,1031.154,33.005,41.172
18.886,1.186,1.311,137.814,0.992,-0.004,0.002,1031.152,33.005,41.172
18.942,0.975,1.397,136.276,0.975,0.063,-0.005,1031.149,32.969,40.861
18.985,0.960,1.546,135.167,0.959,0.039,-0.018,1031.144,32.969,40.861
19.033,0.986,1.669,134.996,0.961,-0.021,0.035,1031.144,32.969,40.861
19.090,1.328,1.885,134.309,1.003,0.080,-0.012,1031.137,33.059,40.708
19.142,1.445,1.723,133.962,0.970,0.037,-0.030,1031.140,33.059,40.708
19.180,1.198,1.568,134.106,0.961,0.020,-0.016,1031.141,33.041,40.708
19.221,1.166,1.413,134.337,0.992,0.030,-0.027,1031.143,33.041,40.200
19.260,1.465,1.281,134.601,1.016,0.034,-0.021,1031.146,33.041,40.200
19.295,1.517,1.228,135.123,1.006,0.011,-0.023,1031.147,33.041,40.200
19.333,1.210,1.210,135.470,0.983,0.027,-0.019,1031.147,33.041,40.854
19.371,0.994,1.178,135.741,0.969,0.035,-0.009,1031.149,33.041,40.854
19.413,1.013,1.267,136.028,1.009,0.043,-0.010,1031.145,33.041,40.854
19.473,1.181,1.240,136.407,0.993,0.027,-0.015,1031.147,32.987,40.795
19.515,0.998,1.244,136.923,0.986,0.009,-0.013,1031.143,32.987,40.795
19.546,1.036,1.125,137.148,1.000,0.017,-0.022,1031.141,32.987,40.795
19.583,1.078,1.025,137.309,0.986,0.030,-0.022,1031.149,32.987,40.857
19.615,1.027,0.986,137.531,0.970,0.038,-0.036,1031.148,32.987,40.857
19.646,1.038,0.882,137.751,0.967,0.043,-0.047,1031.145,32.987,40.857
19.680,1.158,0.587,138.232,1.002,-0.004,-0.012,1031.145,32.987,40.857
19.716,1.366,0.476,138.679,1.019,-0.008,-0.017,1031.141,33.041,42.155
19.751,1.621,0.644,138.873,1.018,0.045,-0.037,1031.139,33.041,42.155
19.783,1.644,0.769,139.218,1.005,0.040,-0.027,1031.140,33.041,42.155
19.825,1.463,0.887,139.840,0.981,-0.008,-0.002,1031.132,33.041,42.155
19.885,1.088,1.046,140.422,0.952,0.013,-0.062,1031.132,33.005,40.605
19.928,1.317,1.050,140.584,0.996,0.020,-0.004,1031.128,33.005,40.605
19.981,1.280,1.040,140.905,0.971,0.012,-0.063,1031.124,33.114,40.982
20.028,1.101,1.062,141.149,0.979,0.008,0.015,1031.124,33.114,40.982
20.074,1.250,0.843,141.245,1.023,0.010,-0.004,1031.126,33.114,40.982
20.112,1.302,0.749,141.277,1.012,0.013,-0.010,1031.129,33.096,40.748
20.152,1.179,0.780,141.299,0.981,0.027,-0.020,1031.132,33.096,40.748
20.188,1.031,0.763,141.383,0.980,0.014,-0.002,1031.132,33.096,40.748
20.227,1.006,0.837,141.604,0.999,-0.002,-0.005,1031.132,33.023,40.748
20.264,1.103,0.937,141.790,0.996,0.005,-0.022,1031.133,33.023,39.933
20.299,1.175,0.964,141.853,0.991,0.015,-0.010,1031.130,33.023,39.933
20.338,1.166,0.922,141.996,0.992,0.003,-0.016,1031.129,33.023,39.933
20.383,1.108,0.843,142.014,0.976,0.024,-0.010,1031.134,33.041,40.211
20.444,1.039,0.829,142.022,0.994,0.022,-0.016,1031.135,33.041,40.211
20.504,1.049,0.828,142.220,0.997,0.003,-0.009,1031.134,33.023,41.135
20.538,0.980,0.820,142.266,0.994,0.023,-0.011,1031.134,33.023,41.135
20.573,0.906,0.822,142.286,0.995,0.023,-0.005,1031.133,33.023,41.135
20.609,0.844,0.857,142.376,0.995,0.015,-0.003,1031.131,33.023,41.135
20.645,0.821,0.923,142.464,0.999,0.003,-0.003,1031.134,33.132,41.533
20.678,0.766,0.942,142.488,0.993,0.007,-0.011,1031.137,33.132,41.533
20.712,0.729,0.969,142.439,0.986,0.018,-0.013,1031.138,33.132,41.533
20.742,0.648,0.970,142.453,0.976,0.011,-0.002,1031.138,33.132,41.533
20.779,0.565,0.988,142.497,0.978,0.006,-0.001,1031.137,33.096,40.287
20.814,0.609,0.981,142.492,0.987,0.019,-0.012,1031.142,33.096,40.287
20.846,0.671,0.959,142.438,0.992,0.025,-0.009,1031.142,33.096,40.287
20.883,0.713,0.905,142.489,0.997,0.009,-0.011,1031.143,33.059,41.395
20.939,0.824,0.857,142.544,1.005,0.014,-0.018,1031.149,33.059,41.395
20.981,0.885,0.905,142.557,0.987,0.026,-0.012,1031.157,33.059,41.395
21.021,0.791,0.965,142.690,0.978,0.013,-0.004,1031.158,33.041,40.569
21.074,0.916,0.983,142.872,0.999,0.007,-0.006,1031.152,33.041,40.569
21.113,0.994,0.984,142.934,0.991,0.021,-0.012,1031.158,33.041,40.569
21.146,0.986,0.976,142.920,0.990,0.027,-0.017,1031.158,33.059,41.325
21.183,1.014,0.982,142.957,1.000,0.025,-0.019,1031.156,33.059,41.325
21.222,1.016,1.112,143.157,0.988,0.020,-0.021,1031.158,33.059,41.325
21.257,0.948,1.203,143.217,0.984,0.027,-0.012,1031.159,33.059,41.325
21.292,0.910,1.189,143.293,0.999,0.011,-0.003,1031.159,33.096,41.676
21.335,0.947,1.192,143.337,0.994,0.023,-0.020,1031.157,33.096,41.676
21.379,0.883,1.177,143.324,0.978,0.025,-0.018,1031.155,33.096,41.676
21.436,0.820,1.177,143.378,0.993,0.020,-0.014,1031.151,33.150,41.789
21.486,0.740,1.150,143.404,0.976,0.027,-0.002,1031.148,33.150,41.789
21.527,0.714,1.139,143.441,1.003,0.016,-0.010,1031.151,33.150,41.789
21.563,0.767,1.073,143.513,0.998,0.001,-0.011,1031.155,33.096,41.128
21.594,0.737,1.085,143.508,0.987,0.010,-0.006,1031.155,33.096,41.128
21.629,0.723,1.008,143.484,0.989,0.009,-0.008,1031.157,33.096,41.128
21.665,0.749,0.926,143.429,0.999,0.018,-0.011,1031.158,33.096,41.128
21.698,0.846,0.887,143.373,1.004,0.033,-0.018,1031.157,33.059,40.459
21.729,0.790,0.907,143.404,0.936,0.023,-0.014,1031.159,33.059,40.459
21.764,0.742,0.950,143.502,0.993,0.017,-0.006,1031.159,33.059,40.459
21.805,0.669,0.863,143.657,0.999,-0.001,-0.008,1031.159,33.005,40.065
21.848,0.658,0.774,143.690,1.001,0.019,-0.023,1031.161,33.005,40.065
21.892,0.481,0.841,143.694,0.967,0.022,-0.010,1031.162,33.005,40.065
21.946,0.321,0.931,143.776,0.963,0.005,0.008,1031.160,33.059,41.767
21.992,0.422,0.906,143.812,1.000,0.006,-0.002,1031.155,33.059,41.767
22.032,0.588,0.846,143.686,1.017,0.015,-0.014,1031.155,33.059,41.767
22.067,0.583,0.802,143.559,1.000,0.028,-0.023,1031.158,33.132,40.744
22.101,0.524,0.866,143.483,0.986,0.026,-0.013,1031.153,33.132,40.744
22.140,0.446,0.899,143.538,0.981,0.018,-0.006,1031.155,33.132,40.744
22.175,0.480,0.982,143.596,0.999,0.017,-0.005,1031.150,33.132,40.744
22.213,0.544,0.984,143.621,1.011,0.020,-0.008,1031.146,33.023,40.613
22.253,0.417,1.160,143.781,0.966,0.029,-0.003,1031.142,33.023,40.613
22.307,-0.015,1.321,143.987,0.951,0.025,0.021,1031.142,33.023,40.613
22.355,0.024,1.232,144.226,1.026,0.000,0.012,1031.148,33.023,40.434
22.418,0.160,1.050,144.270,1.007,0.013,-0.011,1031.148,33.023,40.434
22.471,0.039,0.930,144.093,0.998,0.037,-0.002,1031.150,33.150,40.616
22.515,0.095,0.990,144.237,0.999,0.011,-0.003,1031.148,33.150,40.616
22.546,0.184,1.065,144.328,1.000,0.008,-0.017,1031.153,33.150,40.616
22.582,0.255,1.152,144.286,0.999,0.029,-0.008,1031.155,33.150,40.616
22.613,0.339,1.271,144.215,0.999,0.050,-0.023,1031.155,33.023,40.993
22.649,0.397,1.450,144.256,0.982,0.047,-0.020,1031.156,33.023,40.993
22.684,0.302,1.664,144.410,0.968,0.024,-0.000,1031.161,33.023,40.993
22.717,0.218,1.773,144.618,0.969,0.007,0.015,1031.163,33.041,40.854
22.752,0.166,1.768,144.670,0.983,0.009,0.017,1031.165,33.041,40.854
22.783,0.140,1.811,144.561,0.977,0.037,-0.002,1031.162,33.041,40.854
22.817,0.156,1.847,144.376,0.996,0.048,-0.003,1031.162,33.041,40.854
22.855,0.202,1.819,144.327,0.999,0.034,-0.025,1031.162,33.023,41.175
22.887,0.245,1.925,144.232,0.990,0.052,-0.014,1031.159,33.023,41.175
22.945,0.119,1.977,144.276,0.987,0.033,-0.005,1031.157,33.023,41.175
22.986,0.084,1.965,144.348,0.996,0.029,0.002,1031.159,33.005,40.079
23.023,-0.031,1.938,144.331,0.975,0.046,-0.002,1031.159,33.005,40.079
23.057,-0.101,1.971,144.296,0.973,0.045,0.004,1031.156,33.005,40.079
23.094,-0.146,1.914,144.312,0.991,0.043,0.004,1031.155,33.005,40.079
23.131,-0.144,1.852,144.366,0.995,0.030,0.011,1031.155,33.041,41.471
23.170,-0.203,1.809,144.408,0.982,0.026,0.015,1031.151,33.041,41.471
23.204,-0.276,1.728,144.351,0.988,0.032,0.019,1031.152,33.041,41.471
23.242,-0.243,1.646,144.254,1.024,0.069,-0.004,1031.152,33.059,40.876
23.291,-0.301,1.695,144.302,0.985,0.017,0.002,1031.155,33.059,40.876
23.335,-0.298,1.729,144.373,0.982,0.009,0.020,1031.151,33.059,40.876
23.395,-0.063,1.630,144.069,0.999,0.005,-0.010,1031.151,33.041,41.782
23.443,-0.026,1.391,144.140,1.011,0.016,0.005,1031.150,33.041,41.782
23.487,-0.169,1.839,144.410,0.987,0.022,0.003,1031.154,33.041,41.782
23.526,-0.187,1.806,144.370,1.005,0.068,-0.013,1031.157,33.114,40.876
23.558,-0.335,1.701,144.439,0.948,-0.031,0.021,1031.160,33.114,40.876
23.592,-0.583,1.435,144.335,0.978,0.016,0.019,1031.160,33.114,40.876
23.628,-0.487,1.402,143.953,1.002,0.017,0.003,1031.157,33.114,40.876
23.661,-0.378,1.394,143.562,0.990,0.019,-0.000,1031.159,33.059,42.480
23.693,-0.413,1.394,143.148,1.016,0.023,-0.001,1031.161,33.059,42.480
23.728,-0.483,1.378,142.741,0.955,0.012,0.004,1031.162,33.059,42.480
23.764,-0.441,1.262,142.169,1.015,0.036,0.006,1031.163,33.023,40.225
23.795,-0.321,1.153,141.623,0.990,0.021,0.010,1031.163,33.023,40.225
23.830,-0.240,1.182,141.211,0.971,0.027,0.005,1031.162,33.023,40.225
23.866,-0.206,1.047,140.695,0.961,0.001,0.012,1031.161,33.023,40.225
23.913,-0.089,0.829,140.091,0.982,0.034,0.011,1031.161,33.078,41.428
23.965,0.114,0.914,139.487,1.059,0.014,0.001,1031.159,33.078,41.428
24.004,0.305,1.019,138.961,0.993,0.017,0.016,1031.156,33.078,41.428
24.039,0.430,1.221,138.487,1.007,0.038,0.000,1031.156,33.059,42.155
24.073,0.607,1.404,138.015,1.003,0.022,-0.009,1031.160,33.059,42.155
24.112,0.580,1.587,137.421,0.979,0.042,-0.007,1031.164,33.059,42.155
24.149,0.478,1.422,136.793,0.976,0.005,0.006,1031.164,33.059,42.155
24.187,0.415,1.107,136.172,0.999,-0.001,0.009,1031.165,32.896,41.840
24.224,0.410,1.073,135.464,0.981,0.009,-0.026,1031.163,32.896,41.840
24.260,0.489,0.807,135.022,0.997,0.017,-0.001,1031.167,32.896,41.840
24.296,0.415,0.682,134.866,0.988,0.011,-0.012,1031.166,33.041,39.801
24.352,0.317,0.517,134.600,0.996,0.022,-0.012,1031.171,33.041,39.801
24.395,0.209,0.349,134.126,1.001,0.013,-0.000,1031.170,33.041,39.801
24.440,0.092,0.332,133.815,0.991,0.013,0.003,1031.173,32.969,40.591
24.488,-0.115,0.030,133.413,0.991,-0.006,0.010,1031.176,32.969,40.591
24.531,-0.044,-0.180,132.956,0.984,0.005,0.011,1031.174,32.969,40.591
24.572,0.234,-0.252,132.674,0.994,0.001,0.000,1031.174,33.023,41.782
24.611,0.614,-0.409,132.444,1.000,-0.000,-0.002,1031.170,33.023,41.782
24.665,0.906,-0.585,132.309,0.986,-0.024,-0.013,1031.170,33.023,41.782
24.720,1.031,-0.763,131.896,0.966,-0.023,-0.001,1031.175,33.078,41.073
24.754,1.126,-0.833,131.696,0.999,-0.012,-0.021,1031.177,33.078,41.073
24.793,1.213,-0.953,131.431,0.979,-0.024,-0.002,1031.177,33.078,41.073
24.831,1.315,-1.139,131.243,0.972,-0.014,-0.022,1031.176,32.969,40.452
24.871,1.518,-1.323,131.130,0.995,0.001,-0.033,1031.175,32.969,40.452
24.904,1.727,-1.318,131.160,0.991,-0.031,-0.034,1031.174,32.969,40.452
24.941,1.769,-1.265,131.277,0.995,-0.025,-0.033,1031.172,33.005,41.208
24.975,1.693,-1.303,131.382,0.982,-0.036,-0.015,1031.172,33.005,41.208
25.016,1.701,-1.284,131.422,0.981,-0.021,-0.028,1031.169,33.005,41.208
25.060,1.753,-1.269,131.432,1.011,-0.016,-0.021,1031.172,33.005,41.208
25.121,1.764,-1.216,131.477,0.984,-0.020,-0.019,1031.176,32.933,40.477
25.170,1.792,-1.238,131.437,0.986,-0.016,-0.022,1031.172,32.933,40.477
25.219,1.746,-1.161,131.418,0.986,-0.011,-0.024,1031.170,33.023,40.620
25.264,1.606,-1.051,131.424,0.990,-0.018,-0.009,1031.168,33.023,40.620
25.312,1.629,-1.127,131.341,0.993,-0.025,-0.006,1031.168,33.023,40.620
25.354,1.804,-1.206,131.199,0.999,-0.010,-0.020,1031.167,33.041,40.715
25.391,1.895,-1.129,131.228,0.986,-0.018,-0.020,1031.166,33.041,40.715
25.425,1.951,-1.102,131.213,0.994,-0.014,-0.030,1031.166,33.041,40.715
25.459,1.945,-1.189,131.203,0.980,-0.023,-0.019,1031.166,33.041,40.715
25.494,1.972,-1.286,131.205,0.994,-0.023,-0.026,1031.168,32.969,40.514
25.530,2.015,-1.264,131.204,1.005,-0.021,-0.014,1031.174,32.969,40.514
25.566,2.021,-1.100,131.192,0.997,-0.023,-0.028,1031.172,32.969,40.514
25.603,2.096,-1.052,131.132,0.977,-0.029,-0.029,1031.173,32.933,40.700
25.639,2.163,-1.078,131.199,0.983,-0.013,-0.028,1031.170,32.933,40.700
25.677,2.157,-1.081,131.193,0.989,-0.014,-0.022,1031.172,32.933,40.700
25.713,2.093,-0.959,131.229,0.999,-0.004,-0.029,1031.174,32.933,40.700
25.744,2.090,-0.985,131.345,0.988,-0.027,-0.029,1031.174,33.023,41.329
